Time(s),Voltage(V),Current(A),OpticalSignal
3.080000,0.081329,0.041031,
3.090000,0.081787,0.041032,
3.100000,0.082092,0.041031,
3.110000,0.082397,0.041031,
3.120000,0.082703,0.041031,
3.130000,0.083008,0.041031,
3.140000,0.083313,0.041031,
3.150000,0.083618,0.041031,
3.160000,0.083923,0.041031,
3.170000,0.084229,0.041031,
3.180000,0.084534,0.041031,
3.190000,0.084839,0.041031,
3.200000,0.085144,0.041032,
3.210000,0.085449,0.041031,
3.220000,0.085754,0.041031,
3.230000,0.086060,0.041031,
3.240000,0.086365,0.041031,
3.250000,0.086670,0.041031,
3.260000,0.086823,0.041031,
3.270000,0.087128,0.041031,
3.280000,0.087433,0.041031,
3.290000,0.087738,0.041031,
3.300000,0.088043,0.041031,
3.310000,0.088348,0.041031,
3.320000,0.088654,0.041031,
3.330000,0.088959,0.041031,
3.340000,0.089264,0.041031,
3.350000,0.089569,0.041031,
3.360000,0.089874,0.041031,
3.370000,0.090179,0.041031,
3.380000,0.090485,0.041032,
3.390000,0.090790,0.041031,
3.400000,0.091095,0.041031,
3.410000,0.091400,0.041031,
3.420000,0.091705,0.041031,
3.430000,0.092010,0.041031,
3.440000,0.092316,0.041031,
3.450000,0.092621,0.041031,
3.460000,0.092926,0.041031,
3.470000,0.093231,0.041031,
3.480000,0.093536,0.041031,
3.490000,0.093842,0.041031,
3.500000,0.094147,0.041031,
3.510000,0.094299,0.041031,
3.520000,0.094604,0.041031,
3.530000,0.094910,0.041031,
3.540000,0.095215,0.041031,
3.550000,0.095520,0.041031,
3.560000,0.095825,0.041031,
3.570000,0.096130,0.041031,
3.580000,0.096436,0.041031,
3.590000,0.096741,0.041031,
3.600000,0.096893,0.041031,
3.610000,0.097198,0.041031,
3.620000,0.097504,0.041031,
3.630000,0.097809,0.041031,
3.640000,0.098114,0.041031,
3.650000,0.098419,0.041031,
3.660000,0.098724,0.041031,
3.670000,0.099182,0.041031,
3.680000,0.099487,0.041031,
3.690000,0.099792,0.041031,
3.700000,0.100098,0.041031,
3.710000,0.100403,0.041031,
3.720000,0.100708,0.041031,
3.730000,0.100861,0.041031,
3.740000,0.101318,0.041031,
3.750000,0.101624,0.041031,
3.760000,0.101776,0.041031,
3.770000,0.101929,0.041031,
3.780000,0.102234,0.041031,
3.790000,0.102692,0.041031,
3.800000,0.102997,0.041031,
3.810000,0.103302,0.041031,
3.820000,0.103455,0.041031,
3.830000,0.103760,0.041031,
3.840000,0.104065,0.041031,
3.850000,0.104370,0.041031,
3.860000,0.104675,0.041031,
3.870000,0.104980,0.041031,
3.880000,0.105286,0.041031,
3.890000,0.105591,0.041031,
3.900000,0.105896,0.041031,
3.910000,0.106201,0.041031,
3.920000,0.106506,0.041031,
3.930000,0.106812,0.041031,
3.940000,0.107117,0.041031,
3.950000,0.107422,0.041031,
3.960000,0.107727,0.041031,
3.970000,0.108032,0.041031,
3.980000,0.108337,0.041031,
3.990000,0.108643,0.041031,
4.000000,0.108948,0.041031,
4.010000,0.109100,0.041031,
4.020000,0.109406,0.041031,
4.030000,0.109711,0.041031,
4.040000,0.110016,0.041031,
4.050000,0.110321,0.041031,
4.060000,0.110626,0.041031,
4.070000,0.111084,0.041031,
4.080000,0.111237,0.041031,
4.090000,0.111542,0.041031,
4.100000,0.111847,0.041031,
4.110000,0.112152,0.041031,
4.120000,0.112457,0.041031,
4.130000,0.112762,0.041031,
4.140000,0.113068,0.041031,
4.150000,0.113373,0.041031,
4.160000,0.113678,0.041031,
4.170000,0.113983,0.041031,
4.180000,0.114288,0.041031,
4.190000,0.114594,0.041031,
4.200000,0.114899,0.041031,
4.210000,0.115204,0.041031,
4.220000,0.115509,0.041031,
4.230000,0.115814,0.041031,
4.240000,0.116119,0.041031,
4.250000,0.116425,0.041031,
4.260000,0.116577,0.041031,
4.270000,0.116882,0.041031,
4.280000,0.117188,0.041031,
4.290000,0.117493,0.041031,
4.300000,0.117798,0.041031,
4.310000,0.118103,0.041031,
4.320000,0.118408,0.041031,
4.330000,0.118713,0.041031,
4.340000,0.119019,0.041031,
4.350000,0.119324,0.041031,
4.360000,0.119629,0.041031,
4.370000,0.119934,0.041031,
4.380000,0.120239,0.041031,
4.390000,0.120544,0.041031,
4.400000,0.120850,0.041031,
4.410000,0.121155,0.041031,
4.420000,0.121460,0.041031,
4.430000,0.121765,0.041031,
4.440000,0.122070,0.041031,
4.450000,0.122375,0.041031,
4.460000,0.122681,0.041031,
4.470000,0.122986,0.041031,
4.480000,0.123291,0.041031,
4.490000,0.123596,0.041031,
4.500000,0.123901,0.041031,
4.510000,0.124054,0.041031,
4.520000,0.124359,0.041031,
4.530000,0.124664,0.041031,
4.540000,0.124969,0.041031,
4.550000,0.125275,0.041031,
4.560000,0.125580,0.041031,
4.570000,0.125885,0.041031,
4.580000,0.126190,0.041031,
4.590000,0.126495,0.041031,
4.600000,0.126648,0.041031,
4.610000,0.127106,0.041031,
4.620000,0.127258,0.041031,
4.630000,0.127716,0.041031,
4.640000,0.128174,0.041031,
4.650000,0.128479,0.041031,
4.660000,0.128784,0.041031,
4.670000,0.129089,0.041031,
4.680000,0.129395,0.041031,
4.690000,0.129700,0.041031,
4.700000,0.130005,0.041031,
4.710000,0.130157,0.041031,
4.720000,0.130615,0.041031,
4.730000,0.130920,0.041031,
4.740000,0.131226,0.041031,
4.750000,0.131531,0.041031,
4.760000,0.131683,0.041031,
4.770000,0.131989,0.041031,
4.780000,0.132294,0.041031,
4.790000,0.132599,0.041031,
4.800000,0.132904,0.041032,
4.810000,0.133057,0.041031,
4.820000,0.133514,0.041031,
4.830000,0.133820,0.041031,
4.840000,0.133972,0.041031,
4.850000,0.134430,0.041031,
4.860000,0.134583,0.041031,
4.870000,0.134888,0.041031,
4.880000,0.135193,0.041031,
4.890000,0.135651,0.041031,
4.900000,0.135956,0.041031,
4.910000,0.136261,0.041031,
4.920000,0.136566,0.041031,
4.930000,0.136719,0.041031,
4.940000,0.137024,0.041031,
4.950000,0.137329,0.041031,
4.960000,0.137634,0.041031,
4.970000,0.138092,0.041031,
4.980000,0.138245,0.041031,
4.990000,0.138550,0.041031,
5.000000,0.138855,0.041031,
5.010000,0.139008,0.041031,
5.020000,0.139313,0.041031,
5.030000,0.139771,0.041031,
5.040000,0.139923,0.041031,
5.050000,0.140228,0.041031,
5.060000,0.140686,0.041031,
5.070000,0.140839,0.041031,
5.080000,0.141144,0.041031,
5.090000,0.141449,0.041031,
5.100000,0.141754,0.041031,
5.110000,0.142059,0.041031,
5.120000,0.142517,0.041032,
5.130000,0.142670,0.041032,
5.140000,0.142975,0.041031,
5.150000,0.143280,0.041032,
5.160000,0.143738,0.041031,
5.170000,0.143890,0.041032,
5.180000,0.144196,0.041032,
5.190000,0.144501,0.041031,
5.200000,0.144806,0.041031,
5.210000,0.145111,0.041031,
5.220000,0.145416,0.041031,
5.230000,0.145721,0.041031,
5.240000,0.146027,0.041031,
5.250000,0.146332,0.041031,
5.260000,0.146484,0.041031,
5.270000,0.146790,0.041031,
5.280000,0.147095,0.041031,
5.290000,0.147400,0.041031,
5.300000,0.147858,0.041031,
5.310000,0.148010,0.041031,
5.320000,0.148315,0.041031,
5.330000,0.148621,0.041031,
5.340000,0.148926,0.041031,
5.350000,0.149384,0.041031,
5.360000,0.149536,0.041031,
5.370000,0.149841,0.041031,
5.380000,0.150146,0.041031,
5.390000,0.150452,0.041031,
5.400000,0.150757,0.041031,
5.410000,0.151062,0.041031,
5.420000,0.151367,0.041031,
5.430000,0.151672,0.041031,
5.440000,0.151978,0.041031,
5.450000,0.152283,0.041031,
5.460000,0.152588,0.041031,
5.470000,0.152893,0.041031,
5.480000,0.153198,0.041031,
5.490000,0.153503,0.041031,
5.500000,0.153809,0.041031,
5.510000,0.153961,0.041031,
5.520000,0.154266,0.041031,
5.530000,0.154572,0.041031,
5.540000,0.154877,0.041031,
5.550000,0.155182,0.041031,
5.560000,0.155487,0.041031,
5.570000,0.155792,0.041031,
5.580000,0.156097,0.041031,
5.590000,0.156403,0.041031,
5.600000,0.156708,0.041031,
5.610000,0.157013,0.041031,
5.620000,0.157318,0.041031,
5.630000,0.157623,0.041031,
5.640000,0.157928,0.041031,
5.650000,0.158234,0.041031,
5.660000,0.158539,0.041031,
5.670000,0.158844,0.041029,
5.680000,0.159149,0.041031,
5.690000,0.159454,0.041031,
5.700000,0.159760,0.041029,
5.710000,0.160065,0.041029,
5.720000,0.160370,0.041029,
5.730000,0.160675,0.041029,
5.740000,0.160980,0.041029,
5.750000,0.161285,0.041029,
5.760000,0.161438,0.041029,
5.770000,0.161743,0.041029,
5.780000,0.162048,0.041029,
5.790000,0.162354,0.041029,
5.800000,0.162659,0.041029,
5.810000,0.162964,0.041028,
5.820000,0.163269,0.041028,
5.830000,0.163574,0.041028,
5.840000,0.163879,0.041028,
5.850000,0.164185,0.041028,
5.860000,0.164490,0.041028,
5.870000,0.164795,0.041028,
5.880000,0.165100,0.041028,
5.890000,0.165405,0.041028,
5.900000,0.165710,0.041028,
5.910000,0.166016,0.041028,
5.920000,0.166321,0.041028,
5.930000,0.166626,0.041026,
5.940000,0.166931,0.041026,
5.950000,0.167236,0.041026,
5.960000,0.167542,0.041026,
5.970000,0.167694,0.041026,
5.980000,0.168152,0.041026,
5.990000,0.168457,0.041026,
6.000000,0.168762,0.041026,
6.010000,0.168915,0.041026,
6.020000,0.169220,0.041026,
6.030000,0.169525,0.041026,
6.040000,0.169830,0.041026,
6.050000,0.170135,0.041026,
6.060000,0.170441,0.041028,
6.070000,0.170746,0.041026,
6.080000,0.171051,0.041026,
6.090000,0.171356,0.041026,
6.100000,0.171509,0.041026,
6.110000,0.171814,0.041026,
6.120000,0.172272,0.041028,
6.130000,0.172577,0.041028,
6.140000,0.172729,0.041028,
6.150000,0.173187,0.041028,
6.160000,0.173492,0.041028,
6.170000,0.173645,0.041028,
6.180000,0.174103,0.041028,
6.190000,0.174408,0.041028,
6.200000,0.174713,0.041028,
6.210000,0.175018,0.041028,
6.220000,0.175323,0.041028,
6.230000,0.175629,0.041028,
6.240000,0.175934,0.041028,
6.250000,0.176392,0.041028,
6.260000,0.176392,0.041028,
6.270000,0.176697,0.041028,
6.280000,0.177155,0.041028,
6.290000,0.177307,0.041029,
6.300000,0.177765,0.041029,
6.310000,0.177917,0.041029,
6.320000,0.178223,0.041029,
6.330000,0.178680,0.041029,
6.340000,0.178986,0.041029,
6.350000,0.179138,0.041029,
6.360000,0.179596,0.041029,
6.370000,0.179749,0.041029,
6.380000,0.180054,0.041029,
6.390000,0.180359,0.041031,
6.400000,0.180817,0.041029,
6.410000,0.181122,0.041031,
6.420000,0.181274,0.041031,
6.430000,0.181732,0.041031,
6.440000,0.181885,0.041031,
6.450000,0.182190,0.041031,
6.460000,0.182495,0.041031,
6.470000,0.182800,0.041031,
6.480000,0.183105,0.041031,
6.490000,0.183411,0.041031,
6.500000,0.183868,0.041031,
6.510000,0.183868,0.041031,
6.520000,0.184174,0.041031,
6.530000,0.184479,0.041031,
6.540000,0.184784,0.041031,
6.550000,0.185089,0.041031,
6.560000,0.185394,0.041031,
6.570000,0.185699,0.041032,
6.580000,0.186005,0.041032,
6.590000,0.186310,0.041032,
6.600000,0.186615,0.041032,
6.610000,0.186920,0.041031,
6.620000,0.187225,0.041031,
6.630000,0.187531,0.041031,
6.640000,0.187836,0.041032,
6.650000,0.188141,0.041031,
6.660000,0.188446,0.041031,
6.670000,0.188751,0.041031,
6.680000,0.189056,0.041031,
6.690000,0.189362,0.041031,
6.700000,0.189667,0.041032,
6.710000,0.189972,0.041032,
6.720000,0.190277,0.041031,
6.730000,0.190582,0.041031,
6.740000,0.190887,0.041032,
6.750000,0.191193,0.041031,
6.760000,0.191345,0.041031,
6.770000,0.191650,0.041032,
6.780000,0.191956,0.041031,
6.790000,0.192261,0.041032,
6.800000,0.192566,0.041031,
6.810000,0.192871,0.041031,
6.820000,0.193176,0.041031,
6.830000,0.193481,0.041031,
6.840000,0.193787,0.041031,
6.850000,0.194092,0.041031,
6.860000,0.194397,0.041031,
6.870000,0.194702,0.041032,
6.880000,0.195007,0.041032,
6.890000,0.195313,0.041031,
6.900000,0.195618,0.041031,
6.910000,0.195923,0.041031,
6.920000,0.196228,0.041031,
6.930000,0.196533,0.041031,
6.940000,0.196838,0.041031,
6.950000,0.197144,0.041031,
6.960000,0.197449,0.041031,
6.970000,0.197754,0.041031,
6.980000,0.198059,0.041031,
6.990000,0.198364,0.041031,
7.000000,0.198669,0.041031,
7.010000,0.198822,0.041031,
7.020000,0.199127,0.041031,
7.030000,0.199432,0.041031,
7.040000,0.199738,0.041031,
7.050000,0.200043,0.041031,
7.060000,0.200348,0.041029,
7.070000,0.200653,0.041029,
7.080000,0.200958,0.041029,
7.090000,0.201263,0.041029,
7.100000,0.201721,0.041029,
7.110000,0.202026,0.041029,
7.120000,0.202332,0.041029,
7.130000,0.202637,0.041029,
7.140000,0.203094,0.041029,
7.150000,0.203247,0.041029,
7.160000,0.203552,0.041029,
7.170000,0.203857,0.041029,
7.180000,0.204163,0.041029,
7.190000,0.204468,0.041029,
7.200000,0.204773,0.041029,
7.210000,0.205078,0.041029,
7.220000,0.205383,0.041029,
7.230000,0.205688,0.041029,
7.240000,0.205994,0.041029,
7.250000,0.206299,0.041029,
7.260000,0.206451,0.041029,
7.270000,0.206757,0.041029,
7.280000,0.207062,0.041029,
7.290000,0.207367,0.041031,
7.300000,0.207672,0.041029,
7.310000,0.207977,0.041031,
7.320000,0.208282,0.041031,
7.330000,0.208588,0.041029,
7.340000,0.208893,0.041031,
7.350000,0.209198,0.041031,
7.360000,0.209503,0.041031,
7.370000,0.209808,0.041031,
7.380000,0.210114,0.041031,
7.390000,0.210419,0.041031,
7.400000,0.210724,0.041031,
7.410000,0.211029,0.041031,
7.420000,0.211334,0.041031,
7.430000,0.211639,0.041031,
7.440000,0.211945,0.041031,
7.450000,0.212250,0.041031,
7.460000,0.212555,0.041031,
7.470000,0.212860,0.041031,
7.480000,0.213165,0.041031,
7.490000,0.213470,0.041031,
7.500000,0.213776,0.041032,
7.510000,0.213928,0.041032,
7.520000,0.214233,0.041031,
7.530000,0.214386,0.041031,
7.540000,0.214844,0.041031,
7.550000,0.215149,0.041032,
7.560000,0.215454,0.041031,
7.570000,0.215759,0.041031,
7.580000,0.216064,0.041031,
7.590000,0.216370,0.041031,
7.600000,0.216675,0.041031,
7.610000,0.216827,0.041032,
7.620000,0.217285,0.041032,
7.630000,0.217590,0.041032,
7.640000,0.217896,0.041031,
7.650000,0.218201,0.041032,
7.660000,0.218506,0.041031,
7.670000,0.218811,0.041031,
7.680000,0.218964,0.041031,
7.690000,0.219421,0.041031,
7.700000,0.219727,0.041031,
7.710000,0.220032,0.041032,
7.720000,0.220337,0.041032,
7.730000,0.220642,0.041032,
7.740000,0.221100,0.041031,
7.750000,0.221405,0.041032,
7.760000,0.221558,0.041031,
7.770000,0.221863,0.041032,
7.780000,0.222168,0.041031,
7.790000,0.222321,0.041032,
7.800000,0.222778,0.041031,
7.810000,0.222931,0.041031,
7.820000,0.223389,0.041031,
7.830000,0.223694,0.041031,
7.840000,0.223999,0.041031,
7.850000,0.224152,0.041031,
7.860000,0.224609,0.041031,
7.870000,0.224915,0.041031,
7.880000,0.225220,0.041031,
7.890000,0.225372,0.041031,
7.900000,0.225677,0.041031,
7.910000,0.225983,0.041031,
7.920000,0.226440,0.041031,
7.930000,0.226746,0.041029,
7.940000,0.227051,0.041031,
7.950000,0.227203,0.041029,
7.960000,0.227661,0.041029,
7.970000,0.227814,0.041029,
7.980000,0.228271,0.041029,
7.990000,0.228424,0.041029,
8.000000,0.228882,0.041029,
8.010000,0.229034,0.041029,
8.020000,0.229187,0.041029,
8.030000,0.229645,0.041029,
8.040000,0.229797,0.041029,
8.050000,0.230103,0.041029,
8.060000,0.230408,0.041029,
8.070000,0.230713,0.041028,
8.080000,0.231018,0.041029,
8.090000,0.231476,0.041029,
8.100000,0.231781,0.041028,
8.110000,0.232086,0.041028,
8.120000,0.232391,0.041028,
8.130000,0.232544,0.041028,
8.140000,0.232849,0.041028,
8.150000,0.233154,0.041028,
8.160000,0.233459,0.041028,
8.170000,0.233765,0.041028,
8.180000,0.234070,0.041028,
8.190000,0.234375,0.041028,
8.200000,0.234680,0.041028,
8.210000,0.234985,0.041028,
8.220000,0.235291,0.041029,
8.230000,0.235596,0.041029,
8.240000,0.235901,0.041028,
8.250000,0.236206,0.041029,
8.260000,0.236359,0.041029,
8.270000,0.236664,0.041029,
8.280000,0.236969,0.041029,
8.290000,0.237427,0.041029,
8.300000,0.237579,0.041029,
8.310000,0.237885,0.041029,
8.320000,0.238190,0.041029,
8.330000,0.238495,0.041029,
8.340000,0.238800,0.041029,
8.350000,0.239105,0.041031,
8.360000,0.239410,0.041031,
8.370000,0.239716,0.041031,
8.380000,0.240021,0.041031,
8.390000,0.240326,0.041031,
8.400000,0.240631,0.041031,
8.410000,0.240936,0.041031,
8.420000,0.241241,0.041031,
8.430000,0.241547,0.041031,
8.440000,0.241852,0.041031,
8.450000,0.242157,0.041031,
8.460000,0.242462,0.041031,
8.470000,0.242767,0.041031,
8.480000,0.243073,0.041031,
8.490000,0.243378,0.041032,
8.500000,0.243683,0.041031,
8.510000,0.243835,0.041031,
8.520000,0.244141,0.041032,
8.530000,0.244446,0.041031,
8.540000,0.244751,0.041031,
8.550000,0.245056,0.041032,
8.560000,0.245361,0.041031,
8.570000,0.245667,0.041032,
8.580000,0.245972,0.041032,
8.590000,0.246277,0.041032,
8.600000,0.246582,0.041032,
8.610000,0.246887,0.041032,
8.620000,0.247192,0.041032,
8.630000,0.247498,0.041032,
8.640000,0.247803,0.041032,
8.650000,0.248108,0.041032,
8.660000,0.248413,0.041032,
